State,latitude,longitude,County,Total
Nebraska,40.90899107,-96.13971217,"Fallon, Montana, US",319
Nebraska,42.5988851,-97.25311951,"Fergus, Montana, US",80
Nebraska,40.5237198,-101.6978026,"Flathead, Montana, US",23
Nebraska,42.54502621,-101.1244332,"Gallatin, Montana, US",46
Nebraska,41.21999357,-102.9941693,"Garfield, Montana, US",36
Nebraska,40.52439441,-98.05126296,"Glacier, Montana, US",71
Nebraska,41.57486951,-97.0868542,"Golden Valley, Montana, US",767
Nebraska,41.91637624,-96.78730772,"Granite, Montana, US",124
Nebraska,41.39374521,-99.72805369,"Hill, Montana, US",83
Nebraska,42.39040144,-96.56656425,"Jefferson, Montana, US",2176
Nebraska,42.71985036,-103.1313774,"Judith Basin, Montana, US",119
Nebraska,40.87028216,-99.8201461,"Lake, Montana, US",1071
Nebraska,41.11168186,-102.3333331,"Lewis and Clark, Montana, US",4
Nebraska,42.49188363,-96.86782408,"Liberty, Montana, US",85
Nebraska,41.58071748,-96.65598179,"Lincoln, Montana, US",1123
Nebraska,41.29518299,-96.15085305,"Madison, Montana, US",15495
Nebraska,40.17638677,-101.6876522,"McCone, Montana, US",11
Nebraska,40.52458567,-97.59646937,"Meagher, Montana, US",54
Nebraska,40.17636348,-98.95299073,"Mineral, Montana, US",24
Nebraska,40.52993007,-100.3924658,"Missoula, Montana, US",7
Nebraska,40.17642064,-99.91247454,"Musselshell, Montana, US",38
Nebraska,40.26186809,-96.68946704,"Out of MT, Montana, US",212
Nebraska,41.61703149,-102.3313973,"Park, Montana, US",9
Nebraska,41.91428955,-98.99111827,"Petroleum, Montana, US",8
Nebraska,40.51481965,-99.83020279,"Phillips, Montana, US",34
Nebraska,41.91528587,-101.740701,"Pondera, Montana, US",1
Nebraska,41.56742671,-98.52150266,"Powder River, Montana, US",25
Nebraska,40.87257079,-98.50218293,"Powell, Montana, US",1979
Nebraska,40.87349452,-98.02099117,"Prairie, Montana, US",126
Nebraska,40.17658508,-99.40438879,"Ravalli, Montana, US",19
Nebraska,40.52451972,-101.0603568,"Richland, Montana, US",0
Nebraska,40.17609175,-101.0416477,"Roosevelt, Montana, US",4
Nebraska,42.45522056,-98.78402558,"Rosebud, Montana, US",63
Nebraska,41.91586243,-101.1354293,"Sanders, Montana, US",7
Nebraska,41.2200529,-98.5166499,"Sheridan, Montana, US",94
Nebraska,40.17584531,-97.142601,"Silver Bow, Montana, US",28
Nebraska,40.39257596,-96.26522753,"Stillwater, Montana, US",42
Nebraska,40.50663314,-98.94877182,"Sweet Grass, Montana, US",139
Nebraska,41.19930341,-101.6620164,"Teton, Montana, US",62
Nebraska,42.87990694,-99.71343729,"Toole, Montana, US",4
Nebraska,41.19774275,-103.7148131,"Treasure, Montana, US",15
Nebraska,42.63758421,-97.89178836,"Unassigned, Montana, US",152
Nebraska,40.78416049,-96.68777155,"Valley, Montana, US",5906
Nebraska,41.04658298,-100.7475374,"Wheatland, Montana, US",362
Nebraska,41.56650314,-100.4817851,"Wibaux, Montana, US",6
Nebraska,41.91371961,-99.45440415,"Yellowstone, Montana, US",3
Nebraska,41.91676024,-97.6005481,"Adams, Nebraska, US",800
Nebraska,41.56797682,-101.0599362,"Antelope, Nebraska, US",6
Nebraska,41.16624273,-98.0374887,"Arthur, Nebraska, US",81
Nebraska,41.71711774,-103.0061405,"Banner, Nebraska, US",76
Nebraska,41.39750195,-97.99327291,"Blaine, Nebraska, US",39
Nebraska,40.38514847,-95.85433992,"Boone, Nebraska, US",119
Nebraska,40.17637905,-98.04743961,"Box Butte, Nebraska, US",15
Nebraska,40.64843556,-96.13374142,"Boyd, Nebraska, US",144
Nebraska,40.13141096,-96.23705437,"Brown, Nebraska, US",17
Nebraska,40.85082525,-101.6502942,"Buffalo, Nebraska, US",34
Nebraska,40.51156033,-99.41461667,"Burt, Nebraska, US",106
Nebraska,42.26434853,-97.60122773,"Butler, Nebraska, US",101
Nebraska,41.57246836,-97.52144359,"Cass, Nebraska, US",1043
Nebraska,41.18813488,-97.56630712,"Cedar, Nebraska, US",54
Nebraska,40.1755688,-100.476998,"Chase, Nebraska, US",30
Nebraska,40.1247415,-95.71755036,"Cherry, Nebraska, US",53
Nebraska,42.42252217,-99.44832069,"Cheyenne, Nebraska, US",40
Nebraska,40.52418865,-97.14085859,"Clay, Nebraska, US",709
Nebraska,41.11314181,-96.11156432,"Colfax, Nebraska, US",3489
Nebraska,41.2278103,-96.63773905,"Cuming, Nebraska, US",436
Nebraska,41.85070896,-103.7080986,"Custer, Nebraska, US",407
Nebraska,40.87241834,-97.139673,"Dakota, Nebraska, US",216
Nebraska,42.50284406,-102.4126613,"Dawes, Nebraska, US",48
Nebraska,41.22045983,-98.97588642,"Dawson, Nebraska, US",23
Nebraska,42.48932059,-103.7576544,"Deuel, Nebraska, US",7
Nebraska,41.9169835,-97.19394708,"Dixon, Nebraska, US",39
Nebraska,40.17626377,-97.59504381,"Dodge, Nebraska, US",29
Nebraska,41.91358968,-100.5556632,"Douglas, Nebraska, US",5
Nebraska,42.15725356,-96.54157099,"Dundy, Nebraska, US",247
Nebraska,41.56730777,-98.98197724,"Fillmore, Nebraska, US",30
Nebraska,41.52815707,-96.22019892,"Franklin, Nebraska, US",253
Nebraska,42.20934475,-97.11926964,"Frontier, Nebraska, US",126
Nebraska,40.17642643,-98.50019851,"Furnas, Nebraska, US",17
Nebraska,41.91482725,-98.52798941,"Gage, Nebraska, US",1
Nebraska,40.87272618,-97.59710186,"Garden, Nebraska, US",159
Nevada,39.15509045,-119.7480219,"Garfield, Nebraska, US",529
Nevada,39.58105744,-118.3394607,"Gosper, Nebraska, US",139
Nevada,36.21458855,-115.0130241,"Grant, Nebraska, US",64895
Nevada,38.912862,-119.6171333,"Greeley, Nebraska, US",296
Nevada,41.14531606,-115.3577619,"Hall, Nebraska, US",925
Nevada,37.78436681,-117.6319999,"Hamilton, Nebraska, US",0
Nevada,39.98100864,-116.2683204,"Harlan, Nebraska, US",10
Nevada,41.40692186,-118.1109427,"Hayes, Nebraska, US",121
Nevada,39.9332233,-117.0397075,"Hitchcock, Nebraska, US",70
Nevada,37.64268459,-114.8790388,"Holt, Nebraska, US",7
Nevada,39.01777974,-119.1870479,"Hooker, Nebraska, US",420
Nevada,38.53841696,-118.4344506,"Howard, Nebraska, US",13
Nevada,38.04264256,-116.4722702,"Jefferson, Nebraska, US",498
Nevada,40.44003782,-118.4005641,"Johnson, Nebraska, US",21
Nevada,39.44875482,-119.5250207,"Kearney, Nebraska, US",9
Nevada,40.66562265,-119.6631594,"Keith, Nebraska, US",8797
Nevada,39.44157041,-114.899966,"Keya Paha, Nebraska, US",57
New Hampshire,43.51637314,-71.41684235,"Kimball, Nebraska, US",146
New Hampshire,43.87498583,-71.20430216,"Knox, Nebraska, US",122
New Hampshire,42.92015988,-72.25311043,"Lancaster, Nebraska, US",143
New Hampshire,44.69063265,-71.30633239,"Lincoln, Nebraska, US",22
New Hampshire,43.93779815,-71.82057197,"Logan, Nebraska, US",137
New Hampshire,42.91537785,-71.7200253,"Loup, Nebraska, US",4310
New Hampshire,43.29662971,-71.6811573,"Madison, Nebraska, US",565
New Hampshire,42.98499744,-71.12883377,"McPherson, Nebraska, US",1992
New Hampshire,43.291833,-71.02336013,"Merrick, Nebraska, US",515
New Hampshire,43.36094111,-72.22203125,"Morrill, Nebraska, US",52
New Jersey,39.47538693,-74.65848483,"Nance, Nebraska, US",3990
New Jersey,40.96010917,-74.07164325,"Nemaha, Nebraska, US",22276
New Jersey,39.87681124,-74.66927768,"Nuckolls, Nebraska, US",7006
New Jersey,39.80343818,-74.96388753,"Otoe, Nebraska, US",9765
New Jersey,39.15008829,-74.80170244,"Out of NE, Nebraska, US",1008
New Jersey,39.37199394,-75.10712559,"Pawnee, Nebraska, US",3757
New Jersey,40.78681335,-74.24657979,"Perkins, Nebraska, US",20898
New Jersey,39.71581067,-75.13995546,"Phelps, Nebraska, US",4389
New Jersey,40.73766234,-74.07515667,"Pierce, Nebraska, US",20547
New Jersey,40.56335249,-74.91284156,"Platte, Nebraska, US",1296
New Jersey,40.28047017,-74.70479631,"Polk, Nebraska, US",8596
New Jersey,40.43629879,-74.41426991,"Red Willow, Nebraska, US",19210
New Jersey,40.26549699,-74.22240686,"Richardson, Nebraska, US",11605
New Jersey,40.86095313,-74.5455371,"Rock, Nebraska, US",7795
New Jersey,39.8895449,-74.28089251,"Saline, Nebraska, US",12436
New Jersey,41.03238628,-74.29954144,"Sarpy, Nebraska, US",18877
New Jersey,39.58719656,-75.3469663,"Saunders, Nebraska, US",1052
New Jersey,40.56465737,-74.61683016,"Scotts Bluff, Nebraska, US",5725
New Jersey,41.13891592,-74.69118243,"Seward, Nebraska, US",1461
New Jersey,40.65835409,-74.30680092,"Sheridan, Nebraska, US",17517
New Jersey,40.85951833,-74.99556527,"Sherman, Nebraska, US",1436
New Mexico,35.05163625,-106.6703554,"Sioux, Nebraska, US",6270
New Mexico,33.91514144,-108.4046587,"Stanton, Nebraska, US",9
New Mexico,33.36406072,-104.4665365,"Thayer, Nebraska, US",1066
New Mexico,34.91131525,-107.998876,"Thomas, Nebraska, US",413
New Mexico,36.60569702,-104.6472674,"Thurston, Nebraska, US",29
New Mexico,34.57421077,-103.3468876,"Unassigned, Nebraska, US",759
New Mexico,34.34274529,-104.4117842,"Valley, Nebraska, US",1
New Mexico,32.35275771,-106.8329387,"Washington, Nebraska, US",3198
New Mexico,32.47167456,-104.3053527,"Wayne, Nebraska, US",735
New Mexico,32.73911281,-108.3827845,"Webster, Nebraska, US",112
New Mexico,34.86319296,-104.790669,"Wheeler, Nebraska, US",34
New Mexico,35.85751555,-103.8220938,"York, Nebraska, US",2
New Mexico,31.91383467,-108.7151824,"Carson City, Nevada, US",99
New Mexico,32.79215361,-103.4123733,"Churchill, Nevada, US",1349
New Mexico,33.74526079,-105.4586166,"Clark, Nevada, US",196
New Mexico,35.86631386,-106.3134985,"Douglas, Nevada, US",32
New Mexico,32.18179341,-107.7508826,"Elko, Nevada, US",411
New Mexico,35.5800772,-108.262245,"Esmeralda, Nevada, US",4304
New Mexico,36.01095101,-104.9497716,"Eureka, Nevada, US",7
New Mexico,32.61348406,-105.7417604,"Humboldt, Nevada, US",251
New Mexico,35.10403332,-103.5481727,"Lander, Nevada, US",74
New Mexico,36.51072137,-106.6931674,"Lincoln, Nevada, US",386
New Mexico,34.02097406,-103.4799493,"Lyon, Nevada, US",275
New Mexico,36.50838318,-108.320437,"Mineral, Nevada, US",3280
New Mexico,35.48014807,-104.8163562,"Nye, Nevada, US",103
New Mexico,35.68862401,-106.8687803,"Out of NV, Nevada, US",1320
New Mexico,35.50708973,-105.9774716,"Pershing, Nevada, US",961
New Mexico,33.13028233,-107.1925893,"Storey, Nevada, US",44
New Mexico,34.00715494,-106.9298354,"Unassigned, Nevada, US",97
New Mexico,36.58006022,-105.6310198,"Washoe, Nevada, US",133
New Mexico,34.64048375,-105.8508949,"White Pine, Nevada, US",66
New Mexico,36.48126404,-103.4709624,"Belknap, New Hampshire, US",31
New Mexico,34.71669834,-106.8103733,"Carroll, New Hampshire, US",567
New York,42.60060306,-73.97723916,"Cheshire, New Hampshire, US",3043
New York,42.25748406,-78.02750466,"Coos, New Hampshire, US",99
New York,40.85209301,-73.86282755,"Grafton, New Hampshire, US",52710
New York,42.15903158,-75.81326086,"Hillsborough, New Hampshire, US",1480
New York,42.24778241,-78.67923096,"Merrimack, New Hampshire, US",258
New York,42.91261714,-76.55731592,"Out of NH, New Hampshire, US",204
New York,42.2276921,-79.36691763,"Rockingham, New Hampshire, US",551
New York,42.13891056,-76.7638805,"Strafford, New Hampshire, US",361
New York,42.49430041,-75.60887553,"Sullivan, New Hampshire, US",248
New York,44.74530905,-73.67875352,"Unassigned, New Hampshire, US",156
New York,42.24819348,-73.63089095,"Atlantic, New Jersey, US",585
New York,42.59509207,-76.07048931,"Bergen, New Jersey, US",164
New York,42.19837623,-74.96709306,"Burlington, New Jersey, US",132
New York,41.7648606,-73.74356679,"Camden, New Jersey, US",5089
New York,42.76249024,-78.73063652,"Cape May, New Jersey, US",11112
New York,44.11630765,-73.77297842,"Cumberland, New Jersey, US",161
New York,44.59040891,-74.29926032,"Essex, New Jersey, US",65
New York,43.11363907,-74.41798804,"Gloucester, New Jersey, US",332
New York,43.0022601,-78.19135193,"Hudson, New Jersey, US",317
New York,42.275797,-74.12384884,"Hunterdon, New Jersey, US",321
New York,43.66146647,-74.49721957,"Mercer, New Jersey, US",15
New York,43.42034246,-74.96145307,"Middlesex, New Jersey, US",327
New York,44.04200959,-75.94653457,"Monmouth, New Jersey, US",164
New York,40.6361825,-73.94935552,"Morris, New Jersey, US",67510
New York,43.7844157,-75.44903992,"Ocean, New Jersey, US",50
New York,42.72596275,-77.77966158,"Out of NJ, New Jersey, US",202
New York,42.91653905,-75.67266639,"Passaic, New Jersey, US",489
New York,43.14638895,-77.69322942,"Salem, New Jersey, US",5940
New York,42.90123494,-74.44011632,"Somerset, New Jersey, US",230
New York,40.74066522,-73.58941873,"Sussex, New Jersey, US",46388
New York,40.7672726,-73.97152637,"Unassigned, New Jersey, US",33187
New York,43.19898042,-78.74777412,"Union, New Jersey, US",1741
New York,43.24375382,-75.43710392,"Warren, New Jersey, US",2387
New York,43.00491923,-76.19971155,"Bernalillo, New Mexico, US",4270
New York,42.85145728,-77.30874425,"Catron, New Mexico, US",466
New York,41.40337468,-74.30240757,"Chaves, New Mexico, US",11851
New York,43.2516977,-78.2320066,"Cibola, New Mexico, US",325
New York,43.42778894,-76.14635194,"Colfax, New Mexico, US",468
New York,42.63492579,-75.03151402,"Curry, New Mexico, US",333
New York,41.42630093,-73.74965532,"De Baca, New Mexico, US",1587
New York,40.71088124,-73.81684712,"Dona Ana, New Mexico, US",71881
New York,42.71348136,-73.51089874,"Eddy, New Mexico, US",902
New York,40.58582155,-74.14808598,"Grant, New Mexico, US",15799
New York,41.15027894,-74.02560498,"Guadalupe, New Mexico, US",14954
New York,43.10904162,-73.86653895,"Harding, New Mexico, US",1014
New York,42.81668777,-74.05278291,"Hidalgo, New Mexico, US",1388
New York,42.58831742,-74.4433903,"Lea, New Mexico, US",83
New York,42.39184015,-76.8773299,"Lincoln, New Mexico, US",40
New York,42.78081007,-76.82497064,"Los Alamos, New Mexico, US",105
New York,44.4976179,-75.06550039,"Luna, New Mexico, US",320
New York,42.2689144,-77.3829924,"McKinley, New Mexico, US",366
New York,40.88320119,-72.8012172,"Mora, New Mexico, US",46208
New York,41.71579493,-74.76394559,"Otero, New Mexico, US",1576
New York,42.16852837,-76.30835812,"Out of NM, New Mexico, US",225
New York,42.44945765,-76.47229843,"Quay, New Mexico, US",405
New York,41.89027881,-74.26252104,"Rio Arriba, New Mexico, US",2244
New York,43.56173026,-73.8433699,"Roosevelt, New Mexico, US",366
New York,43.31153794,-73.43043448,"San Juan, New Mexico, US",289
New York,43.15494365,-77.02976528,"San Miguel, New Mexico, US",312
New York,41.16278376,-73.75741653,"Sandoval, New Mexico, US",37903
New York,42.70145109,-78.22199579,"Santa Fe, New Mexico, US",132
New York,42.63505484,-77.10369919,"Sierra, New Mexico, US",62
North Carolina,36.0434701,-79.39976137,"Socorro, New Mexico, US",3793
North Carolina,35.9223796,-81.17751948,"Taos, New Mexico, US",495
North Carolina,36.49360862,-81.12857041,"Torrance, New Mexico, US",220
North Carolina,34.97403241,-80.09953279,"Unassigned, New Mexico, US",558
North Carolina,36.43296207,-81.49862729,"Union, New Mexico, US",252
North Carolina,36.07569796,-81.92308483,"Valencia, New Mexico, US",330
North Carolina,35.48531943,-76.84325809,"Albany, New York, US",869
North Carolina,36.0688473,-76.96545943,"Allegany, New York, US",555
North Carolina,34.61296243,-78.56180059,"Bronx, New York, US",831
North Carolina,34.070565,-78.22814204,"Broome, New York, US",1555
North Carolina,35.61113393,-82.53305,"Cattaraugus, New York, US",2923
North Carolina,35.74989637,-81.70755735,"Cayuga, New York, US",2033
North Carolina,35.3877799,-80.55267168,"Chautauqua, New York, US",3836
North Carolina,35.95204977,-81.54799522,"Chemung, New York, US",1581
North Carolina,36.33804939,-76.15568396,"Chenango, New York, US",111
North Carolina,34.8932941,-76.54120135,"Clinton, New York, US",621
North Carolina,36.39312665,-79.33353281,"Columbia, New York, US",325
North Carolina,35.66211129,-81.2132617,"Cortland, New York, US",3014
North Carolina,35.70394416,-79.25541492,"Delaware, New York, US",1618
North Carolina,35.1349263,-84.05970864,"Dutchess, New York, US",587
North Carolina,36.12908077,-76.60118385,"Erie, New York, US",320
North Carolina,35.05704275,-83.74353633,"Essex, New York, US",113
North Carolina,35.33553364,-81.55204486,"Franklin, New York, US",2095
North Carolina,34.26744084,-78.65801424,"Fulton, New York, US",1328
North Carolina,35.11833364,-77.08398081,"Genesee, New York, US",1307
North Carolina,35.04762133,-78.82623165,"Greene, New York, US",5238
North Carolina,36.36123664,-75.95876401,"Hamilton, New York, US",177
North Carolina,35.66520691,-75.71767334,"Herkimer, New York, US",265
North Carolina,35.79115496,-80.21256572,"Jefferson, New York, US",2651
North Carolina,35.93099927,-80.54496571,"Kings, New York, US",537
North Carolina,34.93449805,-77.93140529,"Lewis, New York, US",2152
North Carolina,36.03638492,-78.87608331,"Livingston, New York, US",7589
North Carolina,35.91230639,-77.59436892,"Madison, New York, US",1289
North Carolina,36.12859861,-80.25459052,"Monroe, New York, US",6886
North Carolina,36.081519,-78.28708884,"Montgomery, New York, US",1199
North Carolina,35.29373559,-81.17477045,"Nassau, New York, US",4923
North Carolina,36.44667547,-76.69749701,"New York, New York, US",134
North Carolina,35.3506925,-83.83369267,"Niagara, New York, US",128
North Carolina,36.30337451,-78.65184241,"Oneida, New York, US",1704
North Carolina,35.48544173,-77.67578087,"Onondaga, New York, US",507
North Carolina,36.07959451,-79.78824948,"Ontario, New York, US",8244
North Carolina,36.25669272,-77.6556109,"Orange, New York, US",980
North Carolina,35.36731853,-78.87243571,"Orleans, New York, US",2104
North Carolina,35.55269063,-82.98196486,"Oswego, New York, US",587
North Carolina,35.33788927,-82.4766782,"Otsego, New York, US",1927
North Carolina,36.3607755,-76.98104134,"Out of NY, New York, US",718
North Carolina,35.01888303,-79.23651674,"Putnam, New York, US",1088
North Carolina,35.42017674,-76.15180542,"Queens, New York, US",124
North Carolina,35.80950511,-80.8743128,"Rensselaer, New York, US",2708
North Carolina,35.28814273,-83.14093385,"Richmond, New York, US",538
North Carolina,35.51745004,-78.36622717,"Rockland, New York, US",4270
North Carolina,35.02254606,-77.35870791,"Saratoga, New York, US",148
North Carolina,35.47623147,-79.17569362,"Schenectady, New York, US",1588
North Carolina,35.2403259,-77.64245615,"Schoharie, New York, US",946
North Carolina,35.48508185,-81.21740317,"Schuyler, New York, US",1513
North Carolina,35.14867843,-83.41696617,"Seneca, New York, US",585
North Carolina,35.85402722,-82.71346418,"St. Lawrence, New York, US",91
North Carolina,35.84326734,-77.10860251,"Steuben, New York, US",428
North Carolina,35.67736232,-82.0482425,"Suffolk, New York, US",886
North Carolina,35.24469268,-80.8317671,"Sullivan, New York, US",27768
North Carolina,36.01059309,-82.1582442,"Tioga, New York, US",104
North Carolina,35.33155144,-79.90416657,"Tompkins, New York, US",1029
North Carolina,35.30885257,-79.48474178,"Ulster, New York, US",1540
North Carolina,35.96575634,-77.98422508,"Unassigned, New York, US",2233
North Carolina,34.25758282,-77.87075626,"Warren, New York, US",3949
North Carolina,36.41736238,-77.39769443,"Washington, New York, US",412
North Carolina,34.72607366,-77.42908179,"Wayne, New York, US",1899
North Carolina,36.06092947,-79.12167935,"Westchester, New York, US",2603
North Carolina,35.15253315,-76.66559823,"Wyoming, New York, US",235
North Carolina,36.26723798,-76.25134778,"Yates, New York, US",688
North Carolina,34.52265624,-77.90352133,"Alamance, North Carolina, US",909
North Carolina,36.17847453,-76.40603143,"Alexander,North Carolina,US",179
North Carolina,36.38989032,-78.97217358,"Alleghany, North Carolina, US",417
North Carolina,35.59535426,-77.37353178,"Anson, North Carolina, US",4640
North Carolina,35.27820615,-82.16812354,"Ashe, North Carolina, US",260
North Carolina,35.71015088,-79.80570339,"Avery, North Carolina, US",2696
North Carolina,35.00417719,-79.74491009,"Beaufort, North Carolina, US",940
North Carolina,34.64244496,-79.1025053,"Bertie, North Carolina, US",4273
North Carolina,36.39593137,-79.77504841,"Bladen, North Carolina, US",1170
North Carolina,35.64003916,-80.52446628,"Brunswick, North Carolina, US",3224
North Carolina,35.40114178,-81.92112099,"Buncombe, North Carolina, US",1135
North Carolina,34.98820368,-78.36914061,"Burke, North Carolina, US",1769
North Carolina,34.8386299,-79.4757978,"Cabarrus, North Carolina, US",984
North Carolina,35.31647813,-80.25093221,"Caldwell, North Carolina, US",1840
North Carolina,36.4017975,-80.23893369,"Camden, North Carolina, US",414
North Carolina,36.41689489,-80.69102283,"Carteret, North Carolina, US",1279
North Carolina,35.48665845,-83.48748932,"Caswell, North Carolina, US",139
North Carolina,35.20383864,-82.79638423,"Catawba, North Carolina, US",319
North Carolina,35.87147226,-76.17055253,"Chatham, North Carolina, US",113
North Carolina,34.98960527,-80.52955873,"Cherokee, North Carolina, US",4629
North Carolina,36.36880673,-78.40670845,"Chowan, North Carolina, US",1026
North Carolina,35.78879266,-78.65249174,"Clay, North Carolina, US",17070
North Carolina,36.39728256,-78.10652228,"Cleveland, North Carolina, US",325
North Carolina,35.83810081,-76.57299037,"Columbus, North Carolina, US",201
North Carolina,36.23103603,-81.70033724,"Craven, North Carolina, US",613
North Carolina,35.36438125,-78.00027268,"Cumberland, North Carolina, US",3217
North Carolina,36.2084135,-81.16232895,"Currituck, North Carolina, US",1175
North Carolina,35.70625477,-77.917978,"Dare, North Carolina, US",2128
North Carolina,36.16222629,-80.66239436,"Davidson, North Carolina, US",716
North Carolina,35.90079156,-82.31237181,"Davie, North Carolina, US",118
North Dakota,46.09686891,-102.5285397,"Duplin, North Carolina, US",19
North Dakota,46.93579637,-98.06605978,"Durham, North Carolina, US",215
North Dakota,48.0683985,-99.35916363,"Edgecombe, North Carolina, US",325
North Dakota,47.02366884,-103.3762965,"Forsyth, North Carolina, US",15
North Dakota,48.79106111,-100.8378166,"Franklin, North Carolina, US",52
North Dakota,46.11285362,-103.5203343,"Gaston, North Carolina, US",34
North Dakota,48.79094471,-102.5182117,"Gates, North Carolina, US",31
North Dakota,46.97847375,-100.4645214,"Graham, North Carolina, US",3280
North Dakota,46.93201724,-97.2444719,"Granville, North Carolina, US",4849
North Dakota,48.77286211,-98.46685243,"Greene, North Carolina, US",53
North Dakota,46.11017712,-98.5049008,"Guilford, North Carolina, US",52
North Dakota,48.8149387,-103.4873611,"Halifax, North Carolina, US",6
North Dakota,47.35423935,-102.6160468,"Harnett, North Carolina, US",96
North Dakota,47.71701474,-98.90432337,"Haywood, North Carolina, US",68
North Dakota,46.28398398,-100.2389766,"Henderson, North Carolina, US",133
North Dakota,47.4571084,-98.88279923,"Hertford, North Carolina, US",59
North Dakota,46.94022281,-103.8465421,"Hoke, North Carolina, US",41
North Dakota,47.92093639,-97.45450447,"Hyde, North Carolina, US",2119
North Dakota,46.35821257,-101.6390013,"Iredell, North Carolina, US",15
North Dakota,47.45785838,-98.23850925,"Jackson, North Carolina, US",56
North Dakota,46.43375068,-102.4632417,"Johnston, North Carolina, US",55
North Dakota,46.97830064,-99.77507857,"Jones, North Carolina, US",43
North Dakota,46.45681054,-98.53542355,"Lee, North Carolina, US",47
North Dakota,46.45729487,-99.47719806,"Lenoir, North Carolina, US",40
North Dakota,48.23104458,-100.6324822,"Lincoln, North Carolina, US",58
North Dakota,46.11182017,-99.44145858,"Macon, North Carolina, US",61
North Dakota,47.7413337,-103.395905,"Madison, North Carolina, US",201
North Dakota,47.60766714,-101.3182418,"Martin, North Carolina, US",257
North Dakota,47.31213126,-101.8318399,"McDowell, North Carolina, US",125
North Dakota,46.71681782,-101.2822377,"Mecklenburg, North Carolina, US",1155
North Dakota,48.20197971,-102.3555315,"Mitchell, North Carolina, US",233
North Dakota,47.9226426,-98.19038437,"Montgomery, North Carolina, US",44
North Dakota,47.11530482,-101.3406158,"Moore, North Carolina, US",20
North Dakota,48.76623521,-97.5523809,"Nash, North Carolina, US",63
North Dakota,48.24977025,-99.96407787,"New Hanover, North Carolina, US",31
North Dakota,48.26886249,-98.72223879,"Northampton, North Carolina, US",192
North Dakota,46.45621782,-97.65742504,"Onslow, North Carolina, US",75
North Dakota,48.71982533,-101.6603912,"Orange, North Carolina, US",46
North Dakota,46.26440649,-96.94852979,"Out of NC, North Carolina, US",217
North Dakota,48.77245354,-99.84097493,"Pamlico, North Carolina, US",168
North Dakota,46.10830372,-97.63217159,"Pasquotank, North Carolina, US",58
North Dakota,47.57700669,-100.3426391,"Pender, North Carolina, US",9
North Dakota,46.11323337,-101.0440149,"Perquimans, North Carolina, US",144
North Dakota,46.44737738,-103.4601547,"Person, North Carolina, US",7
North Dakota,46.80851182,-102.6576326,"Pitt, North Carolina, US",1391
North Dakota,47.45611548,-97.72728747,"Polk, North Carolina, US",28
North Dakota,46.97962541,-98.95637318,"Randolph, North Carolina, US",499
North Dakota,48.68565745,-99.24564265,"Richmond, North Carolina, US",16
North Dakota,47.45367788,-97.16323288,"Robeson, North Carolina, US",107
North Dakota,48.36876964,-97.72574783,"Rockingham, North Carolina, US",174
North Dakota,48.22390169,-101.5436763,"Rowan, North Carolina, US",961
North Dakota,47.58614526,-99.65904998,"Rutherford, North Carolina, US",33
North Dakota,48.34522353,-103.4793387,"Sampson, North Carolina, US",905
Northern Mariana Islands,15.0979,145.6739,"Scotland, North Carolina, US",69
Ohio,38.84541072,-83.4718964,"Stanly, North Carolina, US",126
Ohio,40.77285242,-84.10802343,"Stokes, North Carolina, US",1393
Ohio,40.84772277,-82.27280781,"Surry, North Carolina, US",231
Ohio,41.70860332,-80.74830218,"Swain, North Carolina, US",653
Ohio,39.33425634,-82.04278644,"Transylvania, North Carolina, US",636
Ohio,40.55998859,-84.2242143,"Tyrrell, North Carolina, US",576
Ohio,40.01625942,-80.9924051,"Unassigned, North Carolina, US",714
Ohio,38.93416837,-83.86788395,"Union, North Carolina, US",283
Ohio,39.44012838,-84.57388716,"Vance, North Carolina, US",5771
Ohio,40.5789686,-81.09178213,"Wake, North Carolina, US",151
Ohio,40.13923427,-83.76875242,"Warren, North Carolina, US",300
Ohio,39.91592258,-83.78498252,"Washington, North Carolina, US",1764
Ohio,39.04847534,-84.15375786,"Watauga, North Carolina, US",1665
Ohio,39.41485808,-83.80852286,"Wayne, North Carolina, US",284
Ohio,40.76932373,-80.78094576,"Wilkes, North Carolina, US",1923
Ohio,40.30096166,-81.91729018,"Wilson, North Carolina, US",232
Ohio,40.85065156,-82.91989099,"Yadkin, North Carolina, US",228
Ohio,41.424119,-81.65918339,"Yancey, North Carolina, US",17262
Ohio,40.13412966,-84.6194517,"Adams, North Dakota, US",780
Ohio,41.32398837,-84.49076944,"Barnes, North Dakota, US",286
Ohio,40.27942393,-83.00457058,"Benson, North Dakota, US",2188
Ohio,41.36796058,-82.62904521,"Billings, North Dakota, US",926
Ohio,39.75107189,-82.63088163,"Bottineau, North Dakota, US",2058
Ohio,39.56021306,-83.4562016,"Bowman, North Dakota, US",227
Ohio,39.96995815,-83.01115755,"Burke, North Dakota, US",26393
Ohio,41.60213491,-84.12571393,"Burleigh, North Dakota, US",239
Ohio,38.82708533,-82.31647569,"Cass, North Dakota, US",188
Ohio,41.49952319,-81.17935342,"Cavalier, North Dakota, US",709
Ohio,39.69116283,-83.89032084,"Dickey, North Dakota, US",1397
Ohio,40.05026529,-81.49248905,"Divide, North Dakota, US",160
Ohio,39.19673558,-84.54502924,"Dunn, North Dakota, US",12913
